縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,平原立委候選人1＿候選人名稱,平原立委候選人1＿黨籍,平原立委候選人1_得票數,平原立委候選人2＿候選人名稱,平原立委候選人2＿黨籍,平原立委候選人2_得票數,平原立委候選人3＿候選人名稱,平原立委候選人3＿黨籍,平原立委候選人3_得票數,平原立委候選人4＿候選人名稱,平原立委候選人4＿黨籍,平原立委候選人4_得票數,平原立委候選人5＿候選人名稱,平原立委候選人5＿黨籍,平原立委候選人5_得票數,平原立委候選人6＿候選人名稱,平原立委候選人6＿黨籍,平原立委候選人6_得票數,平原立委候選人7＿候選人名稱,平原立委候選人7＿黨籍,平原立委候選人7_得票數,平原立委候選人8＿候選人名稱,平原立委候選人8＿黨籍,平原立委候選人8_得票數,平原立委候選人9＿候選人名稱,平原立委候選人9＿黨籍,平原立委候選人9_得票數,平原立委候選人10＿候選人名稱,平原立委候選人10＿黨籍,平原立委候選人10_得票數,平原立委有效票數A,平原立委無效票數B,平原立委投票數C,平原立委選舉人數G,山原立委候選人1＿候選人名稱,山原立委候選人1＿黨籍,山原立委候選人1_得票數,山原立委候選人2＿候選人名稱,山原立委候選人2＿黨籍,山原立委候選人2_得票數,山原立委候選人3＿候選人名稱,山原立委候選人3＿黨籍,山原立委候選人3_得票數,山原立委候選人4＿候選人名稱,山原立委候選人4＿黨籍,山原立委候選人4_得票數,山原立委候選人5＿候選人名稱,山原立委候選人5＿黨籍,山原立委候選人5_得票數,山原立委候選人6＿候選人名稱,山原立委候選人6＿黨籍,山原立委候選人6_得票數,山原立委候選人7＿候選人名稱,山原立委候選人7＿黨籍,山原立委候選人7_得票數,山原立委候選人8＿候選人名稱,山原立委候選人8＿黨籍,山原立委候選人8_得票數,山原立委候選人9＿候選人名稱,山原立委候選人9＿黨籍,山原立委候選人9_得票數,山原立委候選人10＿候選人名稱,山原立委候選人10＿黨籍,山原立委候選人10_得票數,山原立委有效票數A,山原立委無效票數B,山原立委投票數C,山原立委選舉人數G,"不分區政黨(1)

小民參政歐巴桑聯盟","不分區政黨(2)

台灣綠黨","不分區政黨(3)

臺灣雙語無法黨","不分區政黨(4)

台灣基進","不分區政黨(5)

中華統一促進黨","不分區政黨(6)

民主進步黨","不分區政黨(7)

制度救世島","不分區政黨(8)

時代力量","不分區政黨(9)

中國國民黨","不分區政黨(10)

司法改革黨","不分區政黨(11)

新黨","不分區政黨(12)

台灣民眾黨","不分區政黨(13)

台灣維新","不分區政黨(14)

親民黨","不分區政黨(15)

人民最大黨","不分區政黨(16)

台灣團結聯盟",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
花蓮縣,光復鄉,大進村,0700006,柯文哲/吳欣盈,47,賴清德/蕭美琴,56,侯友宜/趙少康,161,,0,,0,,0,,0,,0,,0,,0,255,264,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,255,61,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,255,4,0,5,0,1,0,0,1,44,0,6,171,0,0,34,0,1,0,2,0,260,10,83
花蓮縣,光復鄉,大馬村,0700004,柯文哲/吳欣盈,99,賴清德/蕭美琴,94,侯友宜/趙少康,330,,0,,0,,0,,0,,0,,0,,0,247,523,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,247,340,15,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,247,13,2,5,2,3,8,0,0,73,1,7,334,0,1,70,0,2,1,4,0,506,26,83
花蓮縣,光復鄉,東富村,0700011,柯文哲/吳欣盈,102,賴清德/蕭美琴,64,侯友宜/趙少康,392,,0,,0,,0,,0,,0,,0,,0,249,449,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,249,404,6,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,249,6,0,5,4,12,5,1,2,47,1,7,393,1,1,64,0,3,1,1,0,543,21,83
花蓮縣,光復鄉,西富村,0700012,柯文哲/吳欣盈,77,賴清德/蕭美琴,78,侯友宜/趙少康,353,,0,,0,,0,,0,,0,,0,,0,251,260,0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,251,209,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,251,2,0,5,2,5,5,1,1,65,1,5,343,4,0,57,0,1,0,4,0,494,18,83
花蓮縣,卓溪鄉,卓清村,1300005,柯文哲/吳欣盈,116,賴清德/蕭美琴,48,侯友宜/趙少康,361,,0,,0,,0,,0,,0,,0,,0,333,330,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,333,10,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,333,292,14,5,0,0,8,1,1,31,0,5,382,2,0,69,0,2,1,1,0,503,29,83
花蓮縣,卓溪鄉,卓溪村,1300004,柯文哲/吳欣盈,102,賴清德/蕭美琴,43,侯友宜/趙少康,268,,0,,0,,0,,0,,0,,0,,0,332,413,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,332,17,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,332,351,10,5,3,6,3,1,3,39,0,5,275,1,0,57,0,1,1,2,0,397,20,83
花蓮縣,卓溪鄉,古風村,1300006,柯文哲/吳欣盈,120,賴清德/蕭美琴,59,侯友宜/趙少康,376,,0,,0,,0,,0,,0,,0,,0,335,200,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,335,11,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,335,180,3,5,3,3,6,2,3,42,1,7,392,2,1,75,0,1,1,1,0,540,20,83
花蓮縣,卓溪鄉,太平村,1300003,柯文哲/吳欣盈,101,賴清德/蕭美琴,36,侯友宜/趙少康,293,,0,,0,,0,,0,,0,,0,,0,331,430,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,331,9,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,331,407,8,5,2,4,6,0,1,22,1,4,322,1,0,55,0,1,0,2,0,421,14,83
花蓮縣,卓溪鄉,崙山村,1300001,柯文哲/吳欣盈,74,賴清德/蕭美琴,18,侯友宜/趙少康,197,,0,,0,,0,,0,,0,,0,,0,328,289,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,328,16,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,328,261,5,5,0,2,2,0,0,11,1,3,219,3,1,38,1,0,1,1,0,283,11,83
花蓮縣,卓溪鄉,立山村,1300002,柯文哲/吳欣盈,114,賴清德/蕭美琴,60,侯友宜/趙少康,364,,0,,0,,0,,0,,0,,0,,0,329,270,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,329,7,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,329,245,13,5,1,1,3,1,2,55,0,0,381,1,1,72,0,2,2,1,0,523,20,83
花蓮縣,吉安鄉,仁和村,0500017,柯文哲/吳欣盈,842,賴清德/蕭美琴,696,侯友宜/趙少康,1345,,0,,0,,0,,0,,0,,0,,0,201,648,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,201,116,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,201,16,1,5,17,15,22,7,5,589,5,54,1380,13,11,676,2,16,5,11,0,2828,81,83
花蓮縣,吉安鄉,仁安村,0500016,柯文哲/吳欣盈,420,賴清德/蕭美琴,390,侯友宜/趙少康,655,,0,,0,,0,,0,,0,,0,,0,199,705,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,199,152,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,199,14,0,5,14,13,3,5,1,341,1,19,698,2,3,319,1,5,1,2,0,1428,49,83
花蓮縣,吉安鄉,仁里村,0500014,柯文哲/吳欣盈,995,賴清德/蕭美琴,997,侯友宜/趙少康,2044,,0,,0,,0,,0,,0,,0,,0,188,672,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,188,118,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,188,9,1,5,27,35,20,12,12,853,3,75,2075,14,13,650,2,21,4,13,0,3829,70,83
花蓮縣,吉安鄉,光華村,0500018,柯文哲/吳欣盈,309,賴清德/蕭美琴,248,侯友宜/趙少康,710,,0,,0,,0,,0,,0,,0,,0,206,614,10,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,206,97,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,206,40,0,5,4,12,8,1,14,219,1,22,697,3,8,247,0,8,0,2,0,1246,49,83
花蓮縣,吉安鄉,勝安村,0500002,柯文哲/吳欣盈,898,賴清德/蕭美琴,1015,侯友宜/趙少康,1619,,0,,0,,0,,0,,0,,0,,0,183,859,14,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,183,26,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,183,20,0,5,24,37,12,9,2,868,3,78,1653,15,9,759,1,17,1,6,0,3494,64,83
花蓮縣,吉安鄉,北昌村,0500001,柯文哲/吳欣盈,1234,賴清德/蕭美琴,1363,侯友宜/趙少康,2234,,0,,0,,0,,0,,0,,0,,0,176,670,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,176,36,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,176,29,0,5,30,34,8,22,4,1198,1,101,2289,17,9,1023,2,31,6,13,0,4788,88,83
花蓮縣,吉安鄉,南昌村,0500012,柯文哲/吳欣盈,782,賴清德/蕭美琴,605,侯友宜/趙少康,1386,,0,,0,,0,,0,,0,,0,,0,168,758,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,168,269,3,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,168,13,0,5,24,29,10,7,6,516,2,51,1453,6,13,574,1,17,10,4,0,2723,69,83
花蓮縣,吉安鄉,南華村,0500008,柯文哲/吳欣盈,215,賴清德/蕭美琴,343,侯友宜/趙少康,453,,0,,0,,0,,0,,0,,0,,0,159,500,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,159,137,5,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,159,7,1,5,2,16,4,3,3,294,0,9,455,4,2,164,1,5,0,8,0,970,53,83
花蓮縣,吉安鄉,吉安村,0500006,柯文哲/吳欣盈,902,賴清德/蕭美琴,882,侯友宜/趙少康,1740,,0,,0,,0,,0,,0,,0,,0,150,645,13,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,150,31,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,150,12,0,5,27,34,12,9,5,754,1,61,1762,10,16,765,1,12,3,11,0,3483,81,83
花蓮縣,吉安鄉,太昌村,0500003,柯文哲/吳欣盈,573,賴清德/蕭美琴,673,侯友宜/趙少康,1062,,0,,0,,0,,0,,0,,0,,0,141,825,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,141,70,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,141,21,2,5,19,17,12,6,5,604,2,35,1067,6,11,428,3,11,2,6,0,2234,99,83
花蓮縣,吉安鄉,宜昌村,0500013,柯文哲/吳欣盈,711,賴清德/蕭美琴,712,侯友宜/趙少康,1255,,0,,0,,0,,0,,0,,0,,0,172,662,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,172,94,5,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,172,19,0,5,19,26,17,11,3,621,3,56,1300,5,8,544,2,19,0,4,0,2638,55,83
花蓮縣,吉安鄉,干城村,0500009,柯文哲/吳欣盈,149,賴清德/蕭美琴,123,侯友宜/趙少康,437,,0,,0,,0,,0,,0,,0,,0,161,709,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,161,97,9,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,161,82,4,5,6,7,4,0,0,108,1,2,444,2,0,109,0,8,0,1,0,692,23,83
花蓮縣,吉安鄉,慶豐村,0500005,柯文哲/吳欣盈,1246,賴清德/蕭美琴,1332,侯友宜/趙少康,2185,,0,,0,,0,,0,,0,,0,,0,144,935,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,144,67,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,144,29,2,5,33,33,21,11,2,1132,2,91,2240,9,16,1057,2,25,5,12,0,4691,119,83
花蓮縣,吉安鄉,東昌村,0500015,柯文哲/吳欣盈,936,賴清德/蕭美琴,800,侯友宜/趙少康,1899,,0,,0,,0,,0,,0,,0,,0,194,762,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,194,105,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,194,15,0,5,17,36,12,7,2,659,4,57,1922,15,11,766,3,31,6,11,0,3559,100,83
花蓮縣,吉安鄉,永安村,0500004,柯文哲/吳欣盈,700,賴清德/蕭美琴,761,侯友宜/趙少康,1385,,0,,0,,0,,0,,0,,0,,0,137,687,11,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,137,51,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,137,15,1,5,25,21,15,9,1,657,2,62,1403,7,11,570,4,16,3,3,0,2809,74,83
花蓮縣,吉安鄉,永興村,0500010,柯文哲/吳欣盈,507,賴清德/蕭美琴,441,侯友宜/趙少康,956,,0,,0,,0,,0,,0,,0,,0,162,648,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,162,24,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,162,11,1,5,9,19,10,5,5,372,2,30,987,9,9,391,4,14,1,1,0,1868,55,83
花蓮縣,吉安鄉,福興村,0500007,柯文哲/吳欣盈,553,賴清德/蕭美琴,582,侯友宜/趙少康,890,,0,,0,,0,,0,,0,,0,,0,156,724,16,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,156,70,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,156,145,7,5,15,29,13,15,2,488,3,45,912,7,2,447,1,9,1,8,0,1997,64,83
花蓮縣,吉安鄉,稻香村,0500011,柯文哲/吳欣盈,548,賴清德/蕭美琴,529,侯友宜/趙少康,1103,,0,,0,,0,,0,,0,,0,,0,165,696,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,165,40,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,165,9,1,5,20,14,8,3,3,446,1,38,1104,6,6,467,1,13,1,7,0,2138,72,83
花蓮縣,壽豐鄉,光榮村,0600008,柯文哲/吳欣盈,129,賴清德/蕭美琴,95,侯友宜/趙少康,288,,0,,0,,0,,0,,0,,0,,0,218,512,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,218,401,6,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,218,10,0,5,1,9,1,0,1,79,1,6,301,2,3,81,1,1,1,1,0,489,24,83
花蓮縣,壽豐鄉,共和村,0600006,柯文哲/吳欣盈,100,賴清德/蕭美琴,139,侯友宜/趙少康,250,,0,,0,,0,,0,,0,,0,,0,217,489,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,217,91,3,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,217,9,0,5,4,3,1,3,1,113,1,8,269,0,1,76,0,1,1,1,0,483,10,83
花蓮縣,壽豐鄉,壽豐村,0600007,柯文哲/吳欣盈,242,賴清德/蕭美琴,280,侯友宜/趙少康,504,,0,,0,,0,,0,,0,,0,,0,215,477,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,215,56,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,215,4,0,5,8,12,5,3,0,246,4,19,522,0,2,180,2,4,2,4,0,1013,26,83
花蓮縣,壽豐鄉,平和村,0600010,柯文哲/吳欣盈,205,賴清德/蕭美琴,293,侯友宜/趙少康,389,,0,,0,,0,,0,,0,,0,,0,220,617,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,220,154,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,220,7,1,5,5,8,2,5,1,259,2,17,393,2,3,167,0,4,0,4,0,872,23,83
花蓮縣,壽豐鄉,志學村,0600011,柯文哲/吳欣盈,438,賴清德/蕭美琴,538,侯友宜/趙少康,712,,0,,0,,0,,0,,0,,0,,0,222,672,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,222,104,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,222,15,0,5,11,30,11,9,3,442,4,49,740,4,2,324,1,11,0,10,0,1651,51,83
花蓮縣,壽豐鄉,月眉村,0600013,柯文哲/吳欣盈,105,賴清德/蕭美琴,61,侯友宜/趙少康,317,,0,,0,,0,,0,,0,,0,,0,226,483,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,226,329,10,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,226,11,0,5,1,1,5,2,2,57,1,3,331,2,2,62,2,1,0,1,0,473,18,83
花蓮縣,壽豐鄉,樹湖村,0600001,柯文哲/吳欣盈,52,賴清德/蕭美琴,60,侯友宜/趙少康,96,,0,,0,,0,,0,,0,,0,,0,209,208,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,209,26,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,209,3,0,5,2,2,3,0,0,53,1,2,96,1,0,46,0,2,0,2,0,210,4,83
花蓮縣,壽豐鄉,水璉村,0600014,柯文哲/吳欣盈,79,賴清德/蕭美琴,103,侯友宜/趙少康,224,,0,,0,,0,,0,,0,,0,,0,228,406,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,228,238,6,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,228,11,1,5,1,2,5,3,5,90,0,4,218,2,1,46,0,2,0,0,0,379,36,83
