prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,area_name,cand_id,cand_name,cand_sex,cand_birthyear,cand_edu,party_code,party_name,is_current,is_vice,election_year,data_level
01,000,00,000,0000,0000,1,634565,39.54, ,63,000,00,000,臺北市,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
01,000,00,000,0000,0000,1,634565,39.54,,63,000,00,000,臺北市,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
01,000,00,000,0000,0000,2,928717,57.87,*,63,000,00,000,臺北市,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
01,000,00,000,0000,0000,2,928717,57.87,,63,000,00,000,臺北市,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
01,000,00,000,0000,0000,3,41448,2.58, ,63,000,00,000,臺北市,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
01,000,00,000,0000,0000,3,41448,2.58,,63,000,00,000,臺北市,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
02,000,00,000,0000,0000,1,1007551,43.45, ,65,000,00,000,新北市,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
02,000,00,000,0000,0000,1,1007551,43.45,,65,000,00,000,新北市,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
02,000,00,000,0000,0000,2,1245673,53.72,*,65,000,00,000,新北市,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
02,000,00,000,0000,0000,2,1245673,53.72,,65,000,00,000,新北市,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
02,000,00,000,0000,0000,3,65269,2.81, ,65,000,00,000,新北市,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
02,000,00,000,0000,0000,3,65269,2.81,,65,000,00,000,新北市,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
03,000,00,000,0000,0000,1,678736,44.68, ,66,000,00,000,臺中市,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
03,000,00,000,0000,0000,1,678736,44.68,,66,000,00,000,臺中市,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
03,000,00,000,0000,0000,2,792334,52.15,*,66,000,00,000,臺中市,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
03,000,00,000,0000,0000,2,792334,52.15,,66,000,00,000,臺中市,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
03,000,00,000,0000,0000,3,48030,3.16, ,66,000,00,000,臺中市,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
03,000,00,000,0000,0000,3,48030,3.16,,66,000,00,000,臺中市,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
04,000,00,000,0000,0000,1,631232,57.72, ,67,000,00,000,臺南市,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
04,000,00,000,0000,0000,1,631232,57.72,,67,000,00,000,臺南市,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
04,000,00,000,0000,0000,2,435274,39.8,*,67,000,00,000,臺南市,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
04,000,00,000,0000,0000,2,435274,39.8,,67,000,00,000,臺南市,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
04,000,00,000,0000,0000,3,27066,2.47, ,67,000,00,000,臺南市,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
04,000,00,000,0000,0000,3,27066,2.47,,67,000,00,000,臺南市,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
05,000,00,000,0000,0000,1,883158,53.42, ,64,000,00,000,高雄市,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
05,000,00,000,0000,0000,1,883158,53.42,,64,000,00,000,高雄市,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
05,000,00,000,0000,0000,2,730461,44.18,*,64,000,00,000,高雄市,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
05,000,00,000,0000,0000,2,730461,44.18,,64,000,00,000,高雄市,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
05,000,00,000,0000,0000,3,39469,2.38, ,64,000,00,000,高雄市,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
05,000,00,000,0000,0000,3,39469,2.38,,64,000,00,000,高雄市,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
06,001,00,000,0000,0000,1,135156,52.52, ,10,002,00,000,宜蘭縣,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
06,001,00,000,0000,0000,1,135156,52.52,,10,002,00,000,宜蘭縣,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
06,001,00,000,0000,0000,2,115496,44.88,*,10,002,00,000,宜蘭縣,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
06,001,00,000,0000,0000,2,115496,44.88,,10,002,00,000,宜蘭縣,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
06,001,00,000,0000,0000,3,6652,2.58, ,10,002,00,000,宜蘭縣,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
06,001,00,000,0000,0000,3,6652,2.58,,10,002,00,000,宜蘭縣,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
06,002,00,000,0000,0000,1,445308,39.85, ,10,003,00,000,桃園縣,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
06,002,00,000,0000,0000,1,445308,39.85,,10,003,00,000,桃園縣,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
06,002,00,000,0000,0000,2,639151,57.2,*,10,003,00,000,桃園縣,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
06,002,00,000,0000,0000,2,639151,57.2,,10,003,00,000,桃園縣,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
06,002,00,000,0000,0000,3,32927,2.94, ,10,003,00,000,桃園縣,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
06,002,00,000,0000,0000,3,32927,2.94,,10,003,00,000,桃園縣,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
06,003,00,000,0000,0000,1,89741,30.93, ,10,004,00,000,新竹縣,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
06,003,00,000,0000,0000,1,89741,30.93,,10,004,00,000,新竹縣,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
06,003,00,000,0000,0000,2,190797,65.76,*,10,004,00,000,新竹縣,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
06,003,00,000,0000,0000,2,190797,65.76,,10,004,00,000,新竹縣,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
06,003,00,000,0000,0000,3,9599,3.3, ,10,004,00,000,新竹縣,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
06,003,00,000,0000,0000,3,9599,3.3,,10,004,00,000,新竹縣,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
06,004,00,000,0000,0000,1,107164,33.18, ,10,005,00,000,苗栗縣,8065,蔡英文,2,1956,博士,16,民主進步黨,N, ,2012,C
06,004,00,000,0000,0000,1,107164,33.18,,10,005,00,000,苗栗縣,8066,蘇嘉全,1,1956,碩士,16,民主進步黨,N,Y,2012,C
06,004,00,000,0000,0000,2,206200,63.84,*,10,005,00,000,苗栗縣,8067,馬英九,1,1950,博士,1,中國國民黨,Y, ,2012,C
06,004,00,000,0000,0000,2,206200,63.84,,10,005,00,000,苗栗縣,8068,吳敦義,1,1948,大學,1,中國國民黨,N,Y,2012,C
06,004,00,000,0000,0000,3,9597,2.97, ,10,005,00,000,苗栗縣,8069,宋楚瑜,1,1942,博士,999,無黨籍及未經政黨推薦,N, ,2012,C
06,004,00,000,0000,0000,3,9597,2.97,,10,005,00,000,苗栗縣,8070,林瑞雄,1,1940,博士,999,無黨籍及未經政黨推薦,N,Y,2012,C
